series_id,segment,rfm_score
SVKCP040100IXOBQ,Lost,6.0
SVKCP040100IXOBM,Lost,7.0
CRICPGREN01GYQ,Lost,6.0
CRICPGREN01GYM,Lost,7.0
SVNCP040100GYM,Lost,7.0
COLCP040100GYQ,Lost,6.0
COLCP040100GYM,Lost,7.0
ISLCP040300IXOBM,Lost,7.0
ISLCP040300IXOBQ,Lost,6.0
LTUCP040300IXOBQ,Lost,6.0
ESTCP040300IXOBM,Lost,7.0
ESTCP040300IXOBQ,Lost,6.0
ZAFCP040300IXOBQ,Lost,6.0
ZAFCP040300IXOBM,Lost,7.0
ITACP040300IXOBM,Lost,7.0
ITACP040300IXOBQ,Lost,6.0
NORCP040100GYM,Lost,7.0
NORCP040100GYQ,Lost,6.0
CHECP040100GYQ,Lost,6.0
CHECP040100GYM,Lost,7.0
FRACP040300IXOBM,Lost,7.0
FRACP040300IXOBQ,Lost,6.0
CHLCP040300IXOBM,Lost,7.0
CHLCP040300IXOBQ,Lost,6.0
IRLCP040300IXOBQ,Lost,6.0
TURCP040100GYQ,Lost,6.0
TURCP040100GYM,Lost,7.0
IRLCP040100GYQ,Lost,6.0
IRLCP040100GYM,Lost,7.0
CZECP040100GYM,Lost,7.0
CZECP040100GYQ,Lost,6.0
FINCP040200GYQ,Lost,6.0
FINCP040200GYM,Lost,7.0
AUSCP040300IXOBQ,Lost,6.0
BELCP040100GYQ,Lost,6.0
BELCP040100GYM,Lost,7.0
AUTCP040300IXOBQ,Lost,6.0
LUXCP040300IXOBM,Lost,7.0
LUXCP040300IXOBQ,Lost,6.0
AUTCP040100GYM,Lost,7.0
AUTCP040100GYQ,Lost,6.0
NLDCP040300IXOBM,Lost,7.0
NLDCP040300IXOBQ,Lost,6.0
DNKCP040100GYQ,Lost,6.0
DNKCP040100GYM,Lost,7.0
MEXCP040100GYM,Lost,7.0
MEXCP040100GYQ,Lost,6.0
BELCP040300IXOBM,Lost,7.0
BELCP040300IXOBQ,Lost,6.0
LUXCP040100GYM,Lost,7.0
LUXCP040100GYQ,Lost,6.0
GRCCP040100GYQ,Lost,6.0
GRCCP040100GYM,Lost,7.0
CZECP040300IXOBQ,Lost,6.0
CZECP040300IXOBM,Lost,7.0
NZLCP040300IXOBQ,Lost,6.0
LVACP040300IXOBQ,Lost,6.0
LVACP040300IXOBM,Lost,7.0
DNKCP040300IXOBQ,Lost,6.0
DNKCP040300IXOBM,Lost,7.0
RUSCP040100GYM,Lost,7.0
RUSCP040100GYQ,Lost,6.0
DEUCP040300IXOBQ,Lost,6.0
DEUCP040300IXOBM,Lost,7.0
ISRCP040300IXOBM,Lost,7.0
ISRCP040300IXOBQ,Lost,6.0
ISRCP040100GYM,Lost,7.0
ISRCP040100GYQ,Lost,6.0
SVNCP040300IXOBQ,Lost,6.0
SVNCP040300IXOBM,Lost,7.0
LVACP040100GYM,Lost,7.0
LVACP040100GYQ,Lost,6.0
GRCCP040300IXOBM,Lost,7.0
FINCP040300IXOBQ,Lost,6.0
FINCP040300IXOBM,Lost,7.0
FINCP040100GYQ,Lost,6.0
FINCP040100GYM,Lost,7.0
PRTCP040300IXOBQ,Lost,6.0
CRICP040300IXOBM,Lost,7.0
CRICP040300IXOBQ,Lost,6.0
SWECP040100GYM,Lost,7.0
SWECP040100GYQ,Lost,6.0
ISLCP040100GYM,Lost,7.0
ISLCP040100GYQ,Lost,6.0
NORCP040300IXOBM,Lost,7.0
NORCP040300IXOBQ,Lost,6.0
POLCP040300IXOBM,Lost,7.0
ISLCP040300GYM,Lost,7.0
ISLCP040300GYQ,Lost,6.0
LTUCP040300GYM,Lost,7.0
LTUCP040300GYQ,Lost,6.0
CRICP040100GYQ,Lost,6.0
CRICP040100GYM,Lost,7.0
ESTCP040300GYM,Lost,7.0
ESTCP040300GYQ,Lost,6.0
ZAFCP040300GYQ,Lost,6.0
ZAFCP040300GYM,Lost,7.0
ITACP040300GYM,Lost,7.0
ITACP040300GYQ,Lost,6.0
NZLCP040100GYQ,Lost,6.0
FRACP040300GYQ,Lost,6.0
FRACP040300GYM,Lost,7.0
CHLCP040300GYM,Lost,7.0
CHLCP040300GYQ,Lost,6.0
IRLCP040300GYQ,Lost,6.0
IRLCP040300GYM,Lost,7.0
AUSCP040300GYQ,Lost,6.0
G7CPGREN01GPQ,Lost,6.0
G7CPGREN01GPM,Lost,7.0
AUTCP040300GYM,Lost,7.0
AUTCP040300GYQ,Lost,6.0
LUXCP040300GYQ,Lost,6.0
LUXCP040300GYM,Lost,7.0
NLDCP040300GYQ,Lost,6.0
NLDCP040300GYM,Lost,7.0
BELCP040300GYQ,Lost,6.0
BELCP040300GYM,Lost,7.0
CPGREN01NZA657N,Lost,5.0
CPGREN01NZQ657N,Lost,6.0
CZECP040300GYQ,Lost,6.0
CZECP040300GYM,Lost,7.0
SVKCP040100GYQ,Lost,6.0
SVKCP040100GYM,Lost,7.0
NZLCP040300GYQ,Lost,6.0
LVACP040300GYQ,Lost,6.0
LVACP040300GYM,Lost,7.0
DNKCP040300GYQ,Lost,6.0
DNKCP040300GYM,Lost,7.0
DEUCP040300GYQ,Lost,6.0
DEUCP040300GYM,Lost,7.0
ISRCP040300GYM,Lost,7.0
ISRCP040300GYQ,Lost,6.0
SVNCP040300GYM,Lost,7.0
SVNCP040300GYQ,Lost,6.0
GRCCP040300GYQ,Lost,6.0
GRCCP040300GYM,Lost,7.0
FINCP040300GYM,Lost,7.0
FINCP040300GYQ,Lost,6.0
PRTCP040300GYM,Lost,7.0
PRTCP040300GYQ,Lost,6.0
CRICP040300GYQ,Lost,6.0
CRICP040300GYM,Lost,7.0
NORCP040300GYQ,Lost,6.0
NORCP040300GYM,Lost,7.0
RUSCP040300GYQ,Lost,6.0
RUSCP040300GYM,Lost,7.0
POLCP040300GYM,Lost,7.0
POLCP040300GYQ,Lost,6.0
PCU324110324110E,Lost,7.0
PCU21311121311102,Lost,7.0
PCU457457,Lost,7.0
PCU324110324110121,Lost,7.0
PCU324110324110123,Lost,7.0
PCU324110324110122,Lost,7.0
PCU4471944719,Lost,7.0
PCU447190447190,Lost,7.0
PCU447110447110SM,Lost,7.0
PRTCP040300IXOBM,Lost,7.0
JPNCP040300GPQ,Lost,6.0
JPNCP040300GPM,Lost,7.0
CP0400EU27M086NEST,Lost,7.0
CP0400EZ17M086NEST,Lost,7.0
00XHOUEUCCM086NEST,Lost,7.0
CP0452GBM086NEST,Lost,7.0
PCU3339123339125Z,Lost,7.0
PCU33391233391212Z,Lost,7.0
WPU053101052,Lost,7.0
00XHOUEZ19M086NEST,Lost,7.0
00XHOUEU28M086NEST,Lost,7.0
00XHOUEZ18M086NEST,Lost,7.0
WPU053101051,Lost,7.0
ISLCP040100IXOBM,Lost,5.0
SVNCP040100GYQ,Lost,4.0
LTUCP040300IXOBM,Lost,5.0
IRLCP040300IXOBM,Lost,5.0
AUTCP040300IXOBM,Lost,5.0
GRCCP040300IXOBQ,Lost,4.0
RUSCP040300IXOBM,Lost,5.0
RUSCP040300IXOBQ,Lost,4.0
POLCP040300IXOBQ,Lost,4.0
00XHOUEU272020M086NEST,Lost,7.0
WPU055321011,Lost,7.0
WPU055321012,Lost,7.0
WPU055321017,Lost,7.0
IY33313,Lost,7.0
IZ33313,Lost,7.0
00XHOUEZCCM086NEST,Lost,7.0
CPGREN01O1A661N,Lost,5.0
CPGREN01O1Q661N,Lost,6.0
CPGREN01O1M657N,Lost,7.0
CPGREN01O1M661N,Lost,7.0
CPGREN01O1A657N,Lost,5.0
CPGREN01O1Q657N,Lost,6.0
CPGREN01O1A659N,Lost,5.0
CPGREN01O1Q659N,Lost,6.0
CPGREN01O1M659N,Lost,7.0
WPS057105,Lost,7.0
WPU05710504,Lost,7.0
WPU057105,Lost,7.0
PCU333912333912S1,Lost,5.0
ID8411,Lost,7.0
PCU3331323331329,Lost,7.0
PCU3331323331328,Lost,7.0
PCU33313233313281,Lost,7.0
PCU3339123339127,Lost,7.0
PCU333132333132P,Lost,7.0
PCU333132333132M,Lost,7.0
PCU333132333132S,Lost,7.0
DEUCPHP0405IXOBM,Lost,7.0
ITACPHP0405IXOBM,Lost,7.0
IRLCPHP0405IXOBM,Lost,7.0
GRCCPHP0405IXOBM,Lost,7.0
FINCPHP0405IXOBM,Lost,7.0
00XHOUEZ17M086NEST,Lost,7.0
00XHOUEU27M086NEST,Lost,7.0
LVACPHP0405IXOBM,Lost,5.0
SVKCPHP0405IXOBM,Lost,7.0
WPS0532,Lost,7.0
CP0452MI15MEM086NEST,Lost,7.0
CP0452MI15XKM086NEST,Lost,7.0
CUUSD000SS47016,Loyal,9.0
CUURD000SS47015,Loyal,9.0
WPU055121018,Lost,7.0
WPU055221019,Lost,7.0
WPU055121017,Lost,7.0
WPU055121013,Lost,7.0
WPU055121014,Lost,7.0
USACP040400IXNBM,Lost,7.0
USACP040400IXNBQ,Lost,6.0
USACP040400GPM,Lost,7.0
USACP040400GPQ,Lost,6.0
CHECP040400IXOBQ,Lost,6.0
CHECP040400IXOBM,Lost,7.0
COLCP040400IXNBM,Lost,7.0
COLCP040400IXNBQ,Lost,6.0
NORCP040400GPM,Lost,7.0
NORCP040400GPQ,Lost,6.0
DEUCP040400GPM,Lost,7.0
DEUCP040400GPQ,Lost,6.0
ZAFCP040400IXNBM,Lost,7.0
ZAFCP040400IXNBQ,Lost,6.0
MEXCP040400GPM,Lost,7.0
MEXCP040400GPQ,Lost,6.0
HUNCP040400GPQ,Lost,6.0
HUNCP040400GPM,Lost,7.0
CHECP040400GPQ,Lost,6.0
CHECP040400GPM,Lost,7.0
ITACP040400GPM,Lost,7.0
ITACP040400GPQ,Lost,6.0
TURCP040400GPQ,Lost,6.0
TURCP040400GPM,Lost,7.0
FINCP040400GPM,Lost,7.0
FINCP040400GPQ,Lost,6.0
AUSCP040400GPQ,Lost,6.0
GRCCP040400GPQ,Lost,6.0
GRCCP040400GPM,Lost,7.0
ISRCP040400GPM,Lost,7.0
ISRCP040400GPQ,Lost,6.0
ISLCP040400GPM,Lost,7.0
ISLCP040400GPQ,Lost,6.0
COLCP040400GPQ,Lost,6.0
COLCP040400GPM,Lost,7.0
LUXCP040400GPQ,Lost,6.0
LUXCP040400GPM,Lost,7.0
ESTCP040400GPM,Lost,7.0
ESTCP040400GPQ,Lost,6.0
BELCP040400GPM,Lost,7.0
BELCP040400GPQ,Lost,6.0
DNKCP040400GPM,Lost,7.0
DNKCP040400GPQ,Lost,6.0
RUSCP040400GPM,Lost,7.0
RUSCP040400GPQ,Lost,6.0
NLDCP040400GPM,Lost,7.0
NLDCP040400GPQ,Lost,6.0
PRTCP040400GPM,Lost,7.0
PRTCP040400GPQ,Lost,6.0
AUTCP040400GPQ,Lost,6.0
AUTCP040400GPM,Lost,7.0
CHLCP040400GPM,Lost,7.0
CHLCP040400GPQ,Lost,6.0
LTUCP040400GPQ,Lost,6.0
LTUCP040400GPM,Lost,7.0
KORCP040400GPQ,Lost,6.0
KORCP040400GPM,Lost,7.0
ESPCP040400GPQ,Lost,6.0
ESPCP040400GPM,Lost,7.0
SVNCP040400GPQ,Lost,6.0
SVNCP040400GPM,Lost,7.0
FRACP040400GPM,Lost,7.0
FRACP040400GPQ,Lost,6.0
IRLCP040400GPM,Lost,7.0
IRLCP040400GPQ,Lost,6.0
SWECP040400GPM,Lost,7.0
SWECP040400GPQ,Lost,6.0
POLCP040400GPM,Lost,7.0
POLCP040400GPQ,Lost,6.0
CZECP040400GPQ,Lost,6.0
CZECP040400GPM,Lost,7.0
ZAFCP040400GPQ,Lost,6.0
ZAFCP040400GPM,Lost,7.0
SVKCP040400GPM,Lost,7.0
SVKCP040400GPQ,Lost,6.0
CRICP040400GPM,Lost,7.0
CRICP040400GPQ,Lost,6.0
NZLCP040400GPQ,Lost,6.0
CPGREN01OEM661N,Lost,7.0
CPGREN01OEA661N,Lost,5.0
CPGREN01OEQ661N,Lost,6.0
CPGREN01OEA657N,Lost,5.0
CPGREN01OEM657N,Lost,7.0
CPGREN01OEQ657N,Lost,6.0
CPGREN01OEQ659N,Lost,6.0
CPGREN01OEM659N,Lost,7.0
CPGREN01OEA659N,Lost,5.0
WPU113304,Lost,7.0
WPU11330461,Lost,7.0
CP0450GBM086NEST,Lost,7.0
PCU326122326122167,Lost,7.0
CUURD000SS47016,Lost,7.0
LVACPHP0405GYM,Lost,7.0
DEUCPHP0405GYM,Lost,7.0
ITACPHP0405GYM,Lost,7.0
IRLCPHP0405GYM,Lost,7.0
GRCCPHP0405GYM,Lost,7.0
FINCPHP0405GYM,Lost,7.0
WPU072106039,Lost,7.0
SVKCPHP0405GYM,Lost,7.0
CUUS0000SS47014,Lost,7.0
CUUS0000SS47015,Lost,7.0
CUUS0000SS47016,Lost,7.0
PCU32612232612216Z,Lost,7.0
PCU33391233391211Z,Lost,7.0
CUUR0200SS47014,Lost,7.0
CUUS0200SS47014,Lost,7.0
CUURA103SS47014,Lost,7.0
CUUSA103SS47014,Lost,5.0
CUURA400SS47014,Lost,7.0
CUUSA400SS47014,Lost,7.0
CUUSA100SS47014,Lost,7.0
CUURA100SS47014,Lost,7.0
A09021USA174NNBR,Champions,11.0
TDFUKA,Champions,9.0
TDUKA,Champions,9.0
CCDIHBQ156N,Champions,10.0
M2SL,Champions,13.0
WM2NS,Champions,14.0
M2NS,Champions,13.0
M1SL,Champions,13.0
WM1NS,Champions,14.0
M1NS,Champions,13.0
M2V,Champions,12.0
M2REAL,Champions,13.0
M1V,Champions,12.0
MABMM301USM189S,Champions,13.0
IEABC,Champions,12.0
IEABCA,Champions,11.0
IEABCN,Champions,12.0
NETFI,Champions,12.0
USAB6BLTT02STSAQ,Champions,12.0
CHNGDPNQDSMEI,Champions,12.0
USABCAGDPBP6,Champions,11.0
CHNGDPNADSMEI,Champions,9.0
USAGFCFQDSMEI,Champions,12.0
AUSGDPNQDSMEI,Champions,12.0
BOGMBASE,Champions,13.0
MBCURRCIR,Champions,13.0
BOGMBBM,Champions,13.0
AMBSL,Champions,13.0
BASE,Champions,13.0
AMBNS,Champions,13.0
DISAMBNS,Champions,11.0
DISAMBSL,Champions,11.0
BASENS,Loyal,9.0
DISBASE,Lost,7.0
DSBASENS,Lost,7.0
MBM0UKM,Champions,13.0
MBM0UKA,Champions,9.0
BOGMBASEW,Champions,14.0
SNBMONTBASE,Champions,13.0
BOGAMBSL,Champions,13.0
BOGAMBNS,Loyal,9.0
EXCRESNS,Champions,13.0
BASMNYARA189N,Champions,9.0
SBASENS,Champions,11.0
ADJSBASE,Loyal,9.0
WSBASE,Loyal,10.0
DSBASEN,Lost,7.0
MBCURRCIRW,Champions,12.0
MANMM102RUM189S,Champions,11.0
MANMM102RUM189N,Loyal,9.0
MANMM102RUQ189S,Loyal,8.0
MANMM102RUQ189N,Lost,6.0
MANMM102RUA189S,Lost,5.0
MANMM102RUA189N,Lost,5.0
BOGMBBMW,Loyal,10.0
BOGUMBNS,Loyal,9.0
AMBSLREAL,Loyal,9.0
MANMM103CHM189S,Lost,7.0
MANMM103CHQ189S,Lost,6.0
MANMM103CHA189S,Lost,5.0
RESBALNS,Champions,13.0
RESBALNSW,Champions,14.0
FEDTARMD,Champions,11.0
REQRESNS,Champions,13.0
RESBALREQ,Champions,13.0
RESBALREQW,Champions,12.0
GDPC1CTM,Champions,11.0
FEDTARMDLR,Champions,13.0
DISCBORR,Champions,13.0
FEDTARRL,Champions,11.0
GDPC1MD,Champions,11.0
BOGNONBR,Champions,13.0
UNRATEMD,Champions,11.0
GDPC1CTMLR,Champions,13.0
MULT,Champions,13.0
TOTRESNSW,Champions,12.0
TLVAULT,Champions,11.0
TABSLFBORR,Champions,11.0
TABSLFBORRW,Champions,12.0
PCECTPICTM,Champions,11.0
TLVAULTW,Loyal,10.0
XRCB,Champions,11.0
NFORBRES,Champions,11.0
INTRESEXCW,Champions,12.0
VAULT,Champions,11.0
FEDTARRM,Champions,11.0
INTRESREQW,Champions,12.0
BORROWW,Champions,12.0
TRARR,Champions,11.0
RBMTETPFB,Champions,11.0
REQRESNSW,Champions,12.0
TERMAUC,Champions,11.0
RBMTSRBRW,Loyal,10.0
RBMTSRBR,Loyal,9.0
RESBRQTPFW,Loyal,10.0
STLPPM,Champions,13.0
RBMTETPFBW,Lost,8.0
RESBRQTPF,Lost,7.0
FEDTARCTM,Champions,11.0
M1329AUSM193NNBR,Champions,13.0
OTHBORR,Loyal,9.0
PRIMBORRW,Loyal,10.0
SECBORRW,Loyal,10.0
NONBORTAF,Loyal,9.0
NONBORRESW,Loyal,10.0
VAULTW,Loyal,10.0
SEABORRW,Loyal,10.0
OTHBORRW,Lost,8.0
PRIMBORR,Lost,7.0
SECBORR,Lost,7.0
VAULTSUR,Lost,7.0
VAULTSURW,Lost,8.0
RESBRQBPFW,Lost,8.0
RESBRQBPF,Lost,7.0
ADJBORNS,Lost,7.0
SEABORR,Lost,7.0
EXTENDNS,Lost,7.0
STLPPMLOW,Champions,13.0
EPUMONETARY,Champions,13.0
FEDTARRH,Champions,11.0
PCECTPIMD,Champions,11.0
STLPPMDEF,Champions,13.0
JCXFEMD,Champions,11.0
GDPC1MDLR,Champions,13.0
JCXFECTM,Champions,11.0
FEDTARCTH,Champions,11.0
UNRATECTM,Champions,11.0
FEDTARRHLR,Champions,13.0
WLDLCL,Champions,14.0
ETHEREERIX,Champions,11.0
STLPPMMID,Champions,13.0
FEDTARCTL,Champions,11.0
UNRATEMDLR,Champions,13.0
WOSDRL,Champions,14.0
PCECTPIRM,Champions,11.0
NGAEREERIX,Champions,11.0
JCXFECTH,Champions,11.0
UNRATECTMLR,Champions,13.0
UNRATECTH,Champions,11.0
GDPC1RH,Champions,11.0
FEDTARRMLR,Champions,13.0
GDPC1CTL,Champions,11.0
UNRATERH,Champions,11.0
GDPC1RLLR,Champions,13.0
FEDTARCTLLR,Champions,13.0
KENEREERIX,Champions,11.0
WDFOL,Champions,14.0
JCXFERH,Champions,9.0
GDPC1RL,Champions,9.0
FEDTARCTMLR,Champions,11.0
PCECTPIMDLR,Champions,11.0
ADJRESSL,Champions,11.0
ADJRESNS,Loyal,9.0
ADJRESN,Lost,7.0
ADJRES,Lost,7.0
FEDTARRLLR,Champions,11.0
GDPC1RMLR,Champions,11.0
FEDTARCTHLR,Champions,11.0
USPCEHOUSUTL,Champions,9.0
ETHDGGDPPT,Champions,9.0
AGOEREERIX,Champions,9.0
PCECTPICTL,Champions,9.0
PCECTPICTMLR,Champions,11.0
GDPC1RM,Champions,9.0
GDPC1CTH,Champions,9.0
WDFOA,Champions,12.0
PCECTPIRMLR,Champions,11.0
UNRATERM,Champions,9.0
GDPC1RHLR,Champions,11.0
PCECTPICTLLR,Champions,11.0
JCXFERM,Champions,9.0
PCECTPIRLLR,Champions,11.0
JCXFECTL,Champions,9.0
RT1CRAZAM163N,Champions,11.0
GHAEREERIX,Champions,9.0
UNRATECTL,Champions,9.0
GDPC1CTHLR,Champions,11.0
PCECTPIRL,Champions,9.0
PCECTPIRH,Champions,9.0
UNRATERL,Champions,9.0
MDGEREERIX,Champions,9.0
BWAEREERIX,Champions,9.0
MOZEREERIX,Champions,9.0
UNRATERMLR,Champions,11.0
UNRATERHLR,Champions,11.0
MLIDGGDPPT,Champions,9.0
ZAFDGGDPPT,Champions,9.0
BFADGGDPPT,Champions,9.0
NGAENEERIX,Champions,9.0
GINEREERIX,Champions,9.0
TZAEREERIX,Champions,9.0
GDPC1CTLLR,Loyal,9.0
JCXFERL,Loyal,7.0
PCECTPIRHLR,Loyal,9.0
PCECTPICTH,Loyal,7.0
PCECTPICTHLR,Loyal,9.0
UNRATECTLLR,Loyal,9.0
UNRATERLLR,Loyal,9.0
RT1CRAMXM163N,Champions,11.0
GHADGGDPPT,Champions,9.0
SENDGGDPPT,Champions,9.0
UGADGGDPPT,Champions,9.0
TCDDGGDPPT,Champions,9.0
ETHENEERIX,Champions,9.0
ZAFENEERIX,Champions,9.0
MUSEREERIX,Champions,9.0
SENEREERIX,Champions,9.0
CIVDGGDPPT,Champions,9.0
MLIEREERIX,Champions,9.0
ZAFEREERIX,Champions,9.0
UNRATECTHLR,Lost,7.0
MDGDGGDPPT,Champions,9.0
AGODGGDPPT,Champions,9.0
BWADGGDPPT,Champions,9.0
KENDGGDPPT,Champions,9.0
ZWEDGGDPPT,Champions,9.0
ZMBDGGDPPT,Champions,9.0
NGADGGDPPT,Champions,9.0
SYCDGGDPPT,Champions,9.0
GABDGGDPPT,Champions,9.0
MOZDGGDPPT,Champions,9.0
TZADGGDPPT,Champions,9.0
GNQDGGDPPT,Champions,9.0
M13017FR00PARM156NNBR,Champions,11.0
MSBMUKA,Champions,9.0
MDGENEERIX,Champions,9.0
KENENEERIX,Champions,9.0
TGOEREERIX,Champions,9.0
ZMBEREERIX,Champions,9.0
NAMEREERIX,Champions,9.0
TCDEREERIX,Champions,9.0
GABEREERIX,Champions,9.0
BFAEREERIX,Champions,9.0
CIVEREERIX,Champions,9.0
NEPCEHOUSUTL,Loyal,7.0
KSPCEHOUSUTL,Loyal,7.0
LSODGGDPPT,Loyal,7.0
CMRDGGDPPT,Loyal,7.0
SWZDGGDPPT,Loyal,7.0
NAMDGGDPPT,Loyal,7.0
GINDGGDPPT,Loyal,7.0
RWADGGDPPT,Loyal,7.0
LBRDGGDPPT,Loyal,7.0
SLEDGGDPPT,Loyal,7.0
BENDGGDPPT,Loyal,7.0
AGOENEERIX,Loyal,7.0
BWAENEERIX,Loyal,7.0
GMBDGGDPPT,Loyal,7.0
SWZENEERIX,Loyal,7.0
COGDGGDPPT,Loyal,7.0
GHAENEERIX,Loyal,7.0
NAMENEERIX,Loyal,7.0
GINENEERIX,Loyal,7.0
GNBDGGDPPT,Loyal,7.0
ZMBENEERIX,Loyal,7.0
SLEENEERIX,Loyal,7.0
GABENEERIX,Loyal,7.0
SWZEREERIX,Loyal,7.0
UGAEREERIX,Loyal,7.0
RWAEREERIX,Loyal,7.0
LBREREERIX,Loyal,7.0
SLEEREERIX,Loyal,7.0
BENEREERIX,Loyal,7.0
TZAENEERIX,Loyal,7.0
WLFOL,Loyal,10.0
COMEREERIX,Loyal,7.0
CPVEREERIX,Loyal,7.0
GNBEREERIX,Loyal,7.0
COGEREERIX,Loyal,7.0
WOSDRA,Loyal,10.0
ROWMFLA027N,Loyal,7.0
M1474BUSM027NNBR,Lost,7.0
ROWMFLQ027S,Lost,6.0
M14166USM144SNBR,Lost,7.0
M14168USM144SNBR,Lost,7.0
M1491AUSM144NNBR,Lost,7.0
TXPCEHOUSUTL,Lost,5.0
MSPCEHOUSUTL,Lost,5.0
NDPCEHOUSUTL,Lost,5.0
CAPCEHOUSUTL,Lost,5.0
DCPCEHOUSUTL,Lost,5.0
NYPCEHOUSUTL,Lost,5.0
IAPCEHOUSUTL,Lost,5.0
WVPCEHOUSUTL,Lost,5.0
RIPCEHOUSUTL,Lost,5.0
ALPCEHOUSUTL,Lost,5.0
MAPCEHOUSUTL,Lost,5.0
PAPCEHOUSUTL,Lost,5.0
INPCEHOUSUTL,Lost,5.0
NVPCEHOUSUTL,Lost,5.0
AKPCEHOUSUTL,Lost,5.0
OHPCEHOUSUTL,Lost,5.0
MDPCEHOUSUTL,Lost,5.0
COPCEHOUSUTL,Lost,5.0
UTPCEHOUSUTL,Lost,5.0
NENGPCEHOUSUTL,Lost,5.0
WAPCEHOUSUTL,Lost,5.0
MIPCEHOUSUTL,Lost,5.0
SWSTPCEHOUSUTL,Lost,5.0
MEPCEHOUSUTL,Lost,5.0
PLNSPCEHOUSUTL,Lost,5.0
GAPCEHOUSUTL,Lost,5.0
SESTPCEHOUSUTL,Lost,5.0
NJPCEHOUSUTL,Lost,5.0
RKMTPCEHOUSUTL,Lost,5.0
WIPCEHOUSUTL,Lost,5.0
VTPCEHOUSUTL,Lost,5.0
AZPCEHOUSUTL,Lost,5.0
KYPCEHOUSUTL,Lost,5.0
WYPCEHOUSUTL,Lost,5.0
CTPCEHOUSUTL,Lost,5.0
NCPCEHOUSUTL,Lost,5.0
FLPCEHOUSUTL,Lost,5.0
IDPCEHOUSUTL,Lost,5.0
SDPCEHOUSUTL,Lost,5.0
NMPCEHOUSUTL,Lost,5.0
ILPCEHOUSUTL,Lost,5.0
MNPCEHOUSUTL,Lost,5.0
VAPCEHOUSUTL,Lost,5.0
MOPCEHOUSUTL,Lost,5.0
LAPCEHOUSUTL,Lost,5.0
GLAKPCEHOUSUTL,Lost,5.0
MESTPCEHOUSUTL,Lost,5.0
NHPCEHOUSUTL,Lost,5.0
TNPCEHOUSUTL,Lost,5.0
MTPCEHOUSUTL,Lost,5.0
OKPCEHOUSUTL,Lost,5.0
SCPCEHOUSUTL,Lost,5.0
HIPCEHOUSUTL,Lost,5.0
DEPCEHOUSUTL,Lost,5.0
ARPCEHOUSUTL,Lost,5.0
ORPCEHOUSUTL,Lost,5.0
FWSTPCEHOUSUTL,Lost,5.0
BDIDGGDPPT,Lost,5.0
MUSDGGDPPT,Lost,5.0
QGMPFININSUSMP,Lost,5.0
RGMPFININSUSMP,Lost,5.0
NGMPFININSUSMP,Lost,5.0
TGODGGDPPT,Lost,5.0
MWIDGGDPPT,Lost,5.0
CAFDGGDPPT,Lost,5.0
ERIDGGDPPT,Lost,5.0
COMDGGDPPT,Lost,5.0
CPVDGGDPPT,Lost,5.0
CMRENEERIX,Lost,5.0
BDIENEERIX,Lost,5.0
LSOENEERIX,Lost,5.0
MUSENEERIX,Lost,5.0
LBRENEERIX,Lost,5.0
TGOENEERIX,Lost,5.0
UGAENEERIX,Lost,5.0
MLIENEERIX,Lost,5.0
SENENEERIX,Lost,5.0
RWAENEERIX,Lost,5.0
BENENEERIX,Lost,5.0
SYCENEERIX,Lost,5.0
MWIENEERIX,Lost,5.0
MOZENEERIX,Lost,5.0
CAFENEERIX,Lost,5.0
TCDENEERIX,Lost,5.0
BDIEREERIX,Lost,5.0
CMREREERIX,Lost,5.0
LSOEREERIX,Lost,5.0
BFAENEERIX,Lost,5.0
ERIENEERIX,Lost,5.0
SYCEREERIX,Lost,5.0
GNQENEERIX,Lost,5.0
COMENEERIX,Lost,5.0
CAFEREERIX,Lost,5.0
MWIEREERIX,Lost,5.0
CPVENEERIX,Lost,5.0
ERIEREERIX,Lost,5.0
GMBENEERIX,Lost,5.0
GNBENEERIX,Lost,5.0
COGENEERIX,Lost,5.0
GNQEREERIX,Lost,5.0
STPDGGDPPT,Lost,5.0
GMBEREERIX,Lost,5.0
CIVENEERIX,Lost,5.0
STPENEERIX,Lost,5.0
STPEREERIX,Lost,5.0
MASDRGA027N,Lost,5.0
MASDRFQ027S,Lost,6.0
MASDRTA027N,Lost,5.0
MASDTRQ027S,Lost,6.0
FGMGSAA027N,Lost,5.0
FGMGSAQ027S,Lost,6.0
SMU27000005552200008SA,Lost,7.0
SMU27000005552200007SA,Lost,7.0
SMU27000005552200030SA,Lost,7.0
MABMM301USM189S,Champions,13.0
USAMABMM301GYSAM,Champions,13.0
MABMM301USA657S,Champions,11.0
MABMM301USQ189S,Champions,12.0
MABMM301USM657S,Champions,13.0
MABMM301USA189S,Champions,11.0
USAMABMM301IXOBSAM,Champions,11.0
USAMABMM301GYSAQ,Champions,10.0
MABMM301USQ657S,Champions,10.0
USAMABMM301IXOBSAQ,Loyal,8.0
M3,Champions,14.0
MABMM301EZM189S,Champions,13.0
WM3NS,Champions,14.0
EA19MABMM301GYSAM,Champions,11.0
MABMM301EZM657S,Champions,11.0
MABMM301EZM189N,Champions,11.0
EA19MABMM301IXOBSAM,Champions,11.0
MABMM301EZA657S,Loyal,7.0
MABMM301EZQ657S,Loyal,8.0
MABMM301EZQ189S,Loyal,8.0
MABMM301EZA189S,Loyal,7.0
EA19MABMM301GYSAQ,Lost,6.0
